author_type,doc_id,noun_phrase,root_text,pre_nom,post_nom,start_idx,end_idx,root_idx,np_len,n_pre,n_post
published,published-S1808869418307857,a strategy focused on the visualization and therapeutic approach of PCLs,strategy,DT,VBD,631,641,632,11,1,9
published,published-S1808869418307857,UADT carcinoma incidence and mortality.15 Consistent,incidence,NN,CC,647,652,649,7,2,4
published,published-S1808869418307857,the literature,literature,DT,NA,654,655,655,2,1,0
published,published-S1808869418307857,propaedeutics,propaedeutics,NA,NA,658,658,658,1,0,0
published,published-S1808869418307857,a safe and effective technique to visualize lesions or alterations in the UADT epithelium.16,technique,JJ,TO,674,687,678,15,4,10
published,published-S1874390019307414,Salix L.,L.,NNP,NA,1,2,2,2,1,0
published,published-S1874390019307414,the largest genus of Salicaceae family comprising,genus,JJS,IN,4,10,6,7,2,4
published,published-S1874390019307414,300–450 species.,species,CD,NA,13,15,14,3,2,0
published,published-S1874390019307414,These deciduous tree and shrub species,tree,JJ,CC,16,21,18,6,2,3
published,published-S1874390019307414,the cooler regions of the Northern Hemisphere,regions,JJR,IN,26,32,28,7,2,4
published,published-S1874390019307414,they,they,NA,NA,35,35,35,1,0,0
published,published-S1874390019307414,"Julkunen-Tiitto and Virjamo, 2016",Tiitto,HYPH,CC,41,47,43,5,1,3
published,published-S1874390019307414,"their useful features, such as fast growth and pleasing appearance, as well as considerable value as medicines and wood products, including biomass for energy",features,JJ,JJ,61,94,63,24,2,21
published,published-S1874390019307414,Salicinoids,Salicinoids,NA,NA,96,96,96,1,0,0
published,published-S1874390019307414,signature metabolites for Salicaceae family,metabolites,NN,IN,98,110,99,5,1,3
published,published-S1874390019307414,their role in the development of aspirin,role,PRP$,IN,118,125,119,7,1,5
published,published-S1874390019307414,many other phenolic glycosides,glycosides,JJ,NA,135,146,138,4,3,0
published,published-S1874390019307414,Salix sp,sp,NNP,NA,151,152,152,2,1,0
published,published-S1874390019307414,"several other classes of common plant secondary metabolites, such as cinnamic acid derivatives, condensed tannins, proanthocyanidins and flavonoids",classes,JJ,IN,157,186,159,18,2,15
published,published-S1874390019307414,Wiesneth et al,al,NNP,NA,187,189,189,3,2,0
published,published-S1874390019307414,"our continuing studies on novel phytochemistry in the Salicaceae, in particular those genotypes contained in the 1500+ National Willow Collection",studies,VBG,IN,196,220,198,20,2,17
published,published-S1874390019307414,a short-rotation coppice plantation at Rothamsted Research,plantation,NN,IN,224,232,229,8,4,3
published,published-S1874390019307414,we,we,NA,NA,234,234,234,1,0,0
published,published-S1874390019307414,"the occurrence of salicin-7-sulfate, a new salicinoid of potential pharmacological interest",occurrence,DT,IN,238,261,239,13,1,11
published,published-S1874390019307414,we,we,NA,NA,265,265,265,1,0,0
published,published-S1874390019307414,the study of sulfated metabolites in Salix,study,DT,IN,267,273,268,7,1,5
published,published-S1874390019307414,"the isolation, structure determination and radical scavenging activity of four new sulfated flavonoids",isolation,DT,NN,277,290,278,13,1,11
published,published-S1874390019307414,the polar extract of a willow hybrid S. × alberti L.,extract,JJ,IN,292,306,294,10,2,7
published,published-S2001037016300460,Heart failure,failure,NN,NA,2,6,3,2,1,0
published,published-S2001037016300460,a complex clinical syndrome and not a disease,syndrome,JJ,CC,8,15,11,8,3,4
published,published-S2001037016300460,It,It,NA,NA,17,17,17,1,0,0
published,published-S2001037016300460,the heart,heart,DT,NA,19,20,20,2,1,0
published,published-S2001037016300460,the circulatory demands of the body,demands,JJ,IN,23,28,25,6,2,3
published,published-S2001037016300460,it,it,NA,NA,31,31,31,1,0,0
published,published-S2001037016300460,the ability of the ventricle to fill or eject blood,ability,DT,IN,33,42,34,10,1,8
published,published-S2001037016300460,It,It,NA,NA,44,44,44,1,0,0
published,published-S2001037016300460,"symptoms, such as breathlessness, ankle swelling and fatigue that may be accompanied by signs",symptoms,NA,JJ,48,63,48,14,0,13
published,published-S2001037016300460,example,example,NA,NA,66,66,66,1,0,0
published,published-S2001037016300460,"jugular venous pressure, pulmonary crackles, and peripheral edema, caused by structural and/or functional cardiac or non-cardiac abnormalities",pressure,JJ,JJ,68,89,70,19,2,16
published,published-S2001037016300460,HF,HF,NA,NA,91,91,91,1,0,0
published,published-S2001037016300460,a serious condition associated with high morbidity and mortality rates,condition,JJ,VBN,93,102,95,10,2,7
published,published-S2001037016300460,the European Society of Cardiology,Society,NNP,IN,106,112,108,5,2,2
published,published-S2001037016300460,26 million adults,adults,CD,NA,115,117,117,3,2,0
published,published-S2001037016300460,HF,HF,NA,NA,122,122,122,1,0,0
published,published-S2001037016300460,the first year,year,JJ,NA,143,145,145,3,2,0
published,published-S2001037016300460,the remaining die within 5 years,die,VBG,IN,147,152,149,6,2,3
published,published-S2001037016300460,HF management costs,costs,NN,NA,157,159,159,3,2,0
published,published-S2001037016300460,them,them,NA,NA,172,172,172,1,0,0
published,published-S2001037016300460,recurrent hospital admissions,admissions,NN,NA,175,177,177,3,2,0
published,published-S2001037016300460,"The increased prevalence, the escalated healthcare costs,",prevalence,VBN,DT,182,190,184,7,2,4
published,published-S2001037016300460,"the repeated hospitalizations, the reduced quality of life  and the early mortality",hospitalizations,VBN,DT,191,206,193,12,2,9
published,published-S2001037016300460,HF,HF,NA,NA,209,209,209,1,0,0
published,published-S2001037016300460,an epidemic in Europe and worldwide,epidemic,DT,IN,211,216,212,6,1,4
published,published-S2001037016300460,the need for early diagnosis  and effective treatment,need,DT,IN,219,239,220,8,1,6
published,published-S2001037016300460,clinical practice,practice,JJ,NA,242,243,243,2,1,0
published,published-S2001037016300460,"medical diagnosis, including carefully history and physical examination,",diagnosis,JJ,VBG,245,254,246,8,1,6
published,published-S2001037016300460,"ancillary tests, such as blood tests, chest radiography, electrocardiography and echocardiography",tests,JJ,JJ,258,271,259,11,1,9
published,published-S2001037016300460,The combination of data produced by the above procedure of diagnosis,combination,DT,IN,276,286,277,11,1,9
published,published-S2001037016300460,the formulation of several criteria,formulation,DT,IN,289,306,290,5,1,3
published,published-S2001037016300460,the presence of HF,presence,DT,IN,308,311,309,4,1,2
published,published-S2001037016300460,the diagnosis of HF,diagnosis,DT,IN,317,320,318,4,1,2
published,published-S2001037016300460,the experts,experts,DT,NA,324,325,325,2,1,0
published,published-S2001037016300460,the severity of HF,severity,DT,IN,327,330,328,4,1,2
published,published-S2001037016300460,NYHA,NYHA,NA,NA,339,339,339,1,0,0
published,published-S2001037016300460,Cardiology/American Heart Association,Association,NNP,NA,346,350,350,4,3,0
published,published-S2001037016300460,this classification,classification,DT,NA,361,362,362,2,1,0
published,published-S2001037016300460,them,them,NA,NA,364,364,364,1,0,0
published,published-S2001037016300460,the most appropriate treatment  to be followed,treatment,JJ,TO,367,385,370,7,3,3
published,published-S2001037016300460,"a significant progress in understanding the complex pathophysiology of HF, the quantity and complexity of data and information to be analyzed and managed",progress,JJ,IN,393,416,395,23,2,20
published,published-S2001037016300460,the accurate and efficient diagnosis of HF and the assessment of therapeutic regimens to quite challenging and complicated tasks,diagnosis,JJ,IN,418,436,422,19,4,14
published,published-S2001037016300460,Those factors,factors,DT,NA,438,439,439,2,1,0
published,published-S2001037016300460,combination with the positive effects of early diagnosis of HF,combination,NA,IN,442,464,442,10,0,9
published,published-S2001037016300460,condition worsening,worsening,NN,NA,467,468,468,2,1,0
published,published-S2001037016300460,the patient''s health,health,POS,NA,472,476,476,4,3,0
published,published-S2001037016300460,patient''s QoL,QoL,POS,NA,479,482,482,3,2,0
published,published-S2001037016300460,decrease of medical costs,decrease,NA,IN,486,489,486,4,0,3
published,published-S2001037016300460,"the reasons behind the enormous increase of the application of machine learning techniques to analyze,",reasons,DT,IN,492,507,493,15,1,13
published,published-S2001037016300460,medical data,data,JJ,NA,511,512,512,2,1,0
published,published-S2001037016300460,Classification methods,methods,NN,NA,514,515,515,2,1,0
published,published-S2001037016300460,the data mining techniques that have gained the interest of research groups,techniques,NN,WDT,518,529,521,12,3,8
published,published-S2001037016300460,Accurate classification of disease stage or etiology or subtypes,classification,JJ,IN,531,539,532,9,1,7
published,published-S2001037016300460,treatments and interventions,treatments,NA,CC,541,543,541,3,0,2
published,published-S2001037016300460,an efficient and targeted way,way,JJ,NA,548,552,552,5,4,0
published,published-S2001037016300460,assessment of the patient''s progress,assessment,NA,IN,555,561,555,6,0,5
published,published-S2001037016300460,HF,HF,NA,NA,565,565,565,1,0,0
published,published-S2001037016300460,different data mining techniques,techniques,NN,NA,567,570,570,4,3,0
published,published-S2001037016300460,the patients,patients,DT,NA,576,577,577,2,1,0
published,published-S2001037016300460,HF,HF,NA,NA,579,579,579,1,0,0
published,published-S2001037016300460,controls,controls,NA,NA,581,581,581,1,0,0
published,published-S2001037016300460,the different HF subtypes,subtypes,NNP,NA,585,602,588,4,3,0
published,published-S2001037016300460,the severity of HF,severity,DT,IN,606,613,607,4,1,2
published,published-S2001037016300460,data mining techniques,techniques,NN,NA,622,624,624,3,2,0
published,published-S2001037016300460,HF,HF,NA,NA,630,630,630,1,0,0
published,published-S2001037016300460,"a late stage, where the therapeutic benefits of interventions and the prospect of survival are limited",stage,JJ,WRB,635,651,637,16,2,13
published,published-S2001037016300460,they,they,NA,NA,654,654,654,1,0,0
published,published-S2001037016300460,"the timely prediction of mortality, morbidity and risk of readmission",prediction,JJ,IN,656,666,658,10,2,7
published,published-S2001037016300460,Data,Data,NA,NA,668,668,668,1,0,0
published,published-S2001037016300460,the subjects'' health record,record,NN,NA,671,675,675,4,3,0
published,published-S2001037016300460,"demographic information, clinical history information",information,JJ,JJ,678,683,679,5,1,3
published,published-S2001037016300460,"symptoms, physical examination results, laboratory data, electrocardiogram  analysis results",symptoms,NA,JJ,686,700,686,9,0,8
published,published-S2001037016300460,An extended review of the studies reported in the literature addressing the above mentioned issues  through the utilization of machine learning techniques,review,JJ,IN,705,738,707,22,2,19
published,published-S2001037016300460,this paper,paper,DT,NA,742,743,743,2,1,0
published,published-S2001037016300460,The systematic literature review,review,NN,NA,745,748,748,4,3,0
published,published-S2001037016300460,iii,iii,NA,NA,762,762,762,1,0,0
published,published-S2001037016300460,iv,iv,NA,NA,766,766,766,1,0,0
published,published-S2001037016300460,keywords the phrases,keywords,NA,DT,781,783,781,3,0,2
published,published-S2001037016300460,HF,HF,NA,NA,787,787,787,1,0,0
published,published-S2001037016300460,HF,HF,NA,NA,794,794,794,1,0,0
published,published-S2001037016300460,"“HF subtypes classification”, “prediction of HF destabilizations”, “prediction of HF relapses”, “prediction of HF mortality”, “prediction of HF re-hospitalizations”",classification,VBZ,NA,797,831,800,20,2,17
